0.3    0.417961923411008    0.206381051779581    0.797682080043516    -0.340664389408205    

0.6    0.309633808414052    0.146286673193853    0.593499837697508    -0.241871995714868    

0.9    0.229382367012202    0.0989293693634988    0.441581954675468    -0.16379202298458    

1.2    0.16993063698574    0.0619267616828103    0.328550365145307    -0.10264031532005    

1.5    0.125887712131087    0.0333130360841053    0.244451373057482    -0.0552748325141086    

1.8    0.093259910906644    0.0114691183506101    0.181879121598621    -0.0190916837246468    

2.1    0.0690886412587956    -0.00493578082346655    0.135323425270761    0.00806254000355896    

2.4    0.0511821242866584    -0.016993063698574    0.100684534529528    0.0279646230896166    

2.7    0.0379166502447529    -0.025595614571208    0.0749121092052461    0.0420769026762159    

3    0.0280893453685288    -0.0314719280327717    0.0557366008590247    0.0515995582947738    

3.3    0.0208090988560278    -0.0352145813386666    0.0414693945030298    0.0575145515045426    

3.6    0.0154157595885125    -0.0373039643626576    0.0308541064227554    0.0606225047023675    

3.9    0.0114202755888189    -0.0381280358690684    0.0229559470836971    0.0615736260973104    

4.2    0.0084603482414037    -0.0379987526923376    0.0170794010558281    0.0608936072439411    

4.5    0.00626758013054439    -0.0371657153823842    0.012706980627238    0.0590052871813142    

4.8    0.00464313756028999    -0.0358274870006609    0.009453654723794    0.0562467487332475    

5.1    0.00343972090579448    -0.0341409685335268    0.00703294339600551    0.0528864139360851    

5.4    0.00254820792107237    -0.0322291527080399    0.00523169004947135    0.0491356168042639    

5.7    0.00188775885801589    -0.0301875260571046    0.00389129166062854    0.0451590562585934    

6    0.00139848615827149    -0.0280893453685288    0.00289373224065525    0.0410834726258407    

6.3    0.00103602402741869    -0.0259899778820948    0.00215119102905558    0.0370048327284441    

6.6    0.000767505476575825    -0.023930463684432    0.00159831032422312    0.0329942694738484    

6.9    0.000568582041520377    -0.0219404327753108    0.00118644050236604    0.029102977186618    

7.2    0.000421215936310704    -0.0200404874650662    0.00087935818178245    0.0253662376700842    

7.5    0.000312044440460479    -0.0182441424556652    0.000650077503873565    0.0218067193030626    

7.8    0.000231168207155555    -0.0165593996037875    0.000478476889988109    0.0184371724348932    

8.1    0.000171253619903161    -0.01499002149571    0.000349529101254228    0.0152626221217609    

8.4    0.000126867801981963    -0.0135365571862459    0.000251982713577831    0.0122821438806226    

8.7    9.39859793260782E-05    -0.012197164434639    0.000177374840471086    0.00949029446457551    

9    6.96265259733739E-05    -0.0109682652284527    0.000119292552835925    0.00687825647553906    

9.3    5.15805990838443E-05    -0.00984506508551805    7.28147236518854E-05    0.00443474802491047    

9.6    3.82118476349906E-05    -0.00882196136455098    3.40883008861468E-05    0.00214673759255629    
